<<<<<<< HEAD
timestamp,angry,disgust,fear,happy,sad,surprise,neutral
2025-06-14T14:06:31,0.92,0.0,9.15,0.27,26.8,0.13,62.73
2025-06-14T14:06:31,5.92,0.01,21.41,0.16,46.97,0.13,25.39
2025-06-14T14:06:31,5.92,0.01,21.41,0.16,46.97,0.13,25.39
2025-06-14T14:06:31,3.39,0.0,9.88,0.06,43.02,0.04,43.61
2025-06-14T14:06:31,4.01,0.0,18.22,0.07,48.8,0.06,28.84
2025-06-14T14:06:31,2.15,0.0,16.69,0.04,40.45,0.03,40.65
2025-06-14T14:06:31,0.85,0.0,9.05,0.35,29.36,0.03,60.36
2025-06-14T14:06:31,0.66,0.0,1.11,13.83,9.1,0.03,75.26
2025-06-14T14:06:32,0.37,0.0,2.58,40.98,10.38,0.04,45.65
2025-06-14T14:06:32,0.37,0.0,2.58,40.98,10.38,0.04,45.65
2025-06-14T14:06:32,2.79,0.0,9.4,15.4,23.4,0.06,48.95
2025-06-14T14:06:32,0.88,0.0,2.33,23.99,12.54,0.02,60.24
2025-06-14T14:06:32,0.69,0.0,1.61,33.68,16.06,0.02,47.94
2025-06-14T14:06:32,0.33,0.0,0.72,66.88,3.85,0.02,28.19
2025-06-14T14:06:32,0.33,0.0,0.72,66.88,3.85,0.02,28.19
2025-06-14T14:06:32,0.72,0.0,1.18,18.16,15.12,0.01,64.81
2025-06-14T14:06:32,0.17,0.0,0.32,64.7,2.13,0.02,32.67
2025-06-14T14:06:32,0.1,0.0,0.22,41.7,3.64,0.01,54.33
2025-06-14T14:06:32,0.06,0.0,0.15,74.39,1.8,0.01,23.6
2025-06-14T14:06:33,0.05,0.0,0.11,59.71,1.43,0.01,38.7
2025-06-14T14:06:33,0.05,0.0,0.11,59.71,1.43,0.01,38.7
2025-06-14T14:06:33,0.04,0.0,0.04,91.82,0.84,0.01,7.25
2025-06-14T14:06:33,0.47,0.0,1.23,47.95,10.66,0.06,39.64
2025-06-14T14:06:33,0.94,0.0,3.33,13.91,23.61,0.08,58.13
2025-06-14T14:06:33,0.94,0.0,3.33,13.91,23.61,0.08,58.13
2025-06-14T14:06:33,0.68,0.0,6.32,47.49,22.58,0.31,22.62
2025-06-14T14:06:33,1.34,0.0,4.79,29.62,25.64,0.11,38.5
2025-06-14T14:06:33,0.45,0.0,1.85,63.35,8.71,0.13,25.51
2025-06-14T14:06:33,0.19,0.0,1.34,23.95,8.18,0.07,66.27
2025-06-14T14:06:34,0.31,0.0,2.92,0.09,3.65,0.07,92.95
2025-06-14T14:06:34,0.38,0.0,78.2,0.03,13.5,0.02,7.88
2025-06-14T14:06:34,0.38,0.0,78.2,0.03,13.5,0.02,7.88
2025-06-14T14:06:34,0.39,0.0,11.23,0.0,87.52,0.0,0.86
2025-06-14T14:06:34,1.24,0.0,3.64,0.18,78.13,0.02,16.79
2025-06-14T14:06:34,4.73,0.02,7.87,0.04,84.87,0.01,2.46
2025-06-14T14:06:34,6.51,0.09,24.19,0.04,68.1,0.07,1.0
2025-06-14T14:06:34,2.46,0.01,5.32,0.01,89.73,0.0,2.48
2025-06-14T14:06:34,2.46,0.01,5.32,0.01,89.73,0.0,2.48
2025-06-14T14:06:34,17.55,0.04,23.98,0.06,54.65,0.09,3.63
2025-06-14T14:06:35,10.4,0.01,17.77,0.09,70.5,0.03,1.22
2025-06-14T14:06:35,12.62,0.02,19.13,0.23,65.83,0.06,2.11
2025-06-14T14:06:35,4.84,0.0,18.56,0.44,75.31,0.03,0.81
2025-06-14T14:06:35,4.84,0.0,18.56,0.44,75.31,0.03,0.81
2025-06-14T14:06:35,6.62,0.0,15.84,0.24,75.77,0.02,1.51
2025-06-14T14:06:35,0.04,0.0,0.06,93.42,2.68,0.01,3.79
2025-06-14T14:06:35,4.2,0.01,4.65,0.05,87.69,0.0,3.41
2025-06-14T14:06:35,4.2,0.01,4.65,0.05,87.69,0.0,3.41
2025-06-14T14:06:35,0.02,0.0,0.05,93.5,2.44,0.0,3.98
2025-06-14T14:06:35,15.21,0.04,4.4,0.26,63.27,0.05,16.76
2025-06-14T14:06:35,0.05,0.0,0.1,92.5,3.8,0.0,3.54
2025-06-14T14:06:36,0.05,0.0,0.14,91.03,4.24,0.01,4.53
2025-06-14T14:06:36,0.26,0.0,0.17,90.61,5.75,0.0,3.21
2025-06-14T14:06:36,0.26,0.0,0.17,90.61,5.75,0.0,3.21
2025-06-14T14:06:36,0.37,0.0,0.18,91.44,5.77,0.0,2.23
2025-06-14T14:06:36,4.74,0.01,15.85,0.13,70.1,0.03,9.14
2025-06-14T14:06:36,0.78,0.0,0.31,89.55,7.51,0.0,1.85
2025-06-14T14:06:36,0.52,0.0,0.31,90.86,6.33,0.0,1.98
2025-06-14T14:06:36,0.17,0.0,0.19,85.06,7.61,0.0,6.96
2025-06-14T14:06:36,0.13,0.0,11.2,0.0,88.19,0.0,0.48
2025-06-14T14:06:36,0.13,0.0,11.2,0.0,88.19,0.0,0.48
2025-06-14T14:06:37,0.29,0.0,0.08,95.22,3.44,0.0,0.97
2025-06-14T14:06:37,3.01,0.02,27.93,0.19,64.45,0.02,4.38
2025-06-14T14:06:37,12.57,0.04,20.93,0.34,60.23,0.04,5.84
2025-06-14T14:06:37,1.83,0.0,15.15,0.08,69.0,0.01,13.93
2025-06-14T14:06:37,1.83,0.0,15.15,0.08,69.0,0.01,13.93
2025-06-14T14:06:37,0.21,0.0,0.13,91.29,6.76,0.0,1.6
2025-06-14T14:06:37,2.88,0.0,11.5,1.05,63.22,0.14,21.2
2025-06-14T14:06:37,1.91,0.01,7.72,0.44,47.43,0.06,42.45
2025-06-14T14:06:37,1.44,0.0,5.11,0.59,76.76,0.01,16.09
2025-06-14T14:06:37,4.04,0.02,9.83,0.01,79.67,0.01,6.43
2025-06-14T14:06:38,4.04,0.02,9.83,0.01,79.67,0.01,6.43
2025-06-14T14:06:38,0.94,0.0,10.91,0.24,67.58,0.01,20.3
2025-06-14T14:06:38,1.0,0.0,7.06,0.21,63.99,0.01,27.73
2025-06-14T14:06:38,0.32,0.0,25.36,0.44,60.16,0.01,13.71
2025-06-14T14:06:38,0.32,0.0,25.36,0.44,60.16,0.01,13.71
2025-06-14T14:06:38,0.82,0.0,1.33,69.03,19.1,0.01,9.71
2025-06-14T14:06:38,0.48,0.0,1.15,76.95,15.44,0.01,5.97
2025-06-14T14:06:38,0.54,0.0,1.56,75.46,16.33,0.01,6.1
2025-06-14T14:06:38,0.26,0.0,1.0,86.53,9.88,0.0,2.32
2025-06-14T14:06:38,0.26,0.0,1.0,86.53,9.88,0.0,2.32
2025-06-14T14:06:38,0.25,0.0,0.91,88.64,8.49,0.0,1.71
2025-06-14T14:06:38,0.49,0.0,1.83,69.3,17.33,0.05,11.0
2025-06-14T14:06:39,0.66,0.0,4.11,32.35,31.93,0.12,30.82
2025-06-14T14:06:39,2.16,0.0,8.97,14.52,57.74,0.03,16.57
2025-06-14T14:06:39,2.71,0.0,8.77,3.35,73.9,0.01,11.25
2025-06-14T14:06:39,2.2,0.0,3.38,0.36,89.75,0.0,4.31
2025-06-14T14:06:39,1.8,0.0,3.94,0.59,82.99,0.0,10.67
2025-06-14T14:06:39,1.33,0.0,4.78,0.29,78.91,0.0,14.68
2025-06-14T14:06:39,0.87,0.0,5.67,0.18,71.87,0.01,21.41
2025-06-14T14:06:39,0.87,0.0,5.67,0.18,71.87,0.01,21.41
2025-06-14T14:06:39,0.69,0.0,8.55,0.15,72.2,0.01,18.41
2025-06-14T14:06:39,0.65,0.0,9.33,0.23,67.85,0.02,21.91
2025-06-14T14:06:40,0.46,0.0,11.24,0.14,66.83,0.02,21.31
2025-06-14T14:06:40,0.5,0.0,11.26,0.12,70.21,0.01,17.91
2025-06-14T14:06:40,0.51,0.0,6.44,0.08,67.56,0.01,25.41
2025-06-14T14:06:40,0.46,0.0,6.52,0.09,68.82,0.01,24.11
2025-06-14T14:06:40,0.46,0.0,8.68,0.06,66.05,0.01,24.75
2025-06-14T14:06:40,0.37,0.0,23.59,0.13,60.74,0.02,15.15
2025-06-14T14:06:40,0.39,0.0,18.41,0.09,62.36,0.02,18.73
2025-06-14T14:06:40,0.49,0.0,13.05,0.08,63.02,0.01,23.35
2025-06-14T14:06:40,0.41,0.0,15.87,0.09,64.08,0.01,19.54
2025-06-14T14:06:40,0.54,0.0,11.19,0.08,65.84,0.01,22.35
2025-06-14T14:06:41,0.55,0.0,13.03,0.07,64.06,0.01,22.27
2025-06-14T14:06:41,0.55,0.0,10.55,0.06,58.75,0.01,30.07
2025-06-14T14:06:41,0.55,0.0,10.55,0.06,58.75,0.01,30.07
2025-06-14T14:06:41,0.4,0.0,5.81,0.06,64.6,0.0,29.13
2025-06-14T14:06:41,0.33,0.0,5.66,0.03,70.17,0.0,23.8
2025-06-14T14:06:41,0.19,0.0,2.83,0.03,89.04,0.0,7.91
2025-06-14T14:06:41,0.13,0.0,1.98,0.02,93.94,0.0,3.92
2025-06-14T14:06:41,0.09,0.0,0.34,0.02,96.12,0.0,3.44
2025-06-14T14:06:41,0.07,0.0,0.2,0.01,99.04,0.0,0.68
2025-06-14T14:06:41,0.07,0.0,0.2,0.01,99.04,0.0,0.68
2025-06-14T14:06:42,3.26,0.0,2.02,0.1,87.7,0.0,6.92
2025-06-14T14:06:42,3.21,0.0,1.65,0.9,48.29,0.0,45.94
2025-06-14T14:06:42,0.43,0.0,3.1,0.05,74.05,0.0,22.37
2025-06-14T14:06:42,0.45,0.0,4.27,0.03,76.4,0.0,18.86
2025-06-14T14:06:42,0.45,0.0,4.27,0.03,76.4,0.0,18.86
2025-06-14T14:06:42,0.53,0.0,7.03,0.03,83.17,0.0,9.23
2025-06-14T14:06:42,2.33,0.0,20.93,0.3,73.0,0.0,3.44
2025-06-14T14:06:42,1.48,0.0,27.4,0.04,67.88,0.0,3.2
2025-06-14T14:06:42,0.23,0.0,23.55,0.03,55.56,0.0,20.62
2025-06-14T14:06:42,0.86,0.0,10.32,0.04,75.61,0.0,13.17
2025-06-14T14:06:43,0.03,0.0,50.83,0.03,43.58,0.0,5.53
2025-06-14T14:06:43,0.41,0.0,10.7,0.09,73.65,0.0,15.15
2025-06-14T14:06:43,2.32,0.0,15.92,0.23,77.05,0.0,4.47
2025-06-14T14:06:43,0.34,0.0,27.29,0.16,62.8,0.03,9.39
2025-06-14T14:06:43,0.98,0.0,0.59,76.31,5.74,0.05,16.33
2025-06-14T14:06:43,0.98,0.0,0.59,76.31,5.74,0.05,16.33
2025-06-14T14:06:43,0.34,0.0,1.75,93.96,3.94,0.0,0.0
2025-06-14T14:06:43,0.04,0.0,0.78,97.53,1.62,0.0,0.03
2025-06-14T14:06:43,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2025-06-14T14:06:43,1.11,0.0,0.15,98.53,0.14,0.0,0.07
2025-06-14T14:06:44,0.08,0.0,0.01,90.05,0.38,0.0,9.48
2025-06-14T14:06:44,3.97,0.0,0.02,90.52,0.19,0.0,5.3
2025-06-14T14:06:44,93.09,0.0,0.0,0.58,0.01,0.0,6.32
2025-06-14T14:06:44,93.09,0.0,0.0,0.58,0.01,0.0,6.32
2025-06-14T14:06:44,0.01,0.0,0.31,84.85,2.08,0.07,12.67
2025-06-14T14:06:44,1.38,3.25,56.69,2.92,33.08,0.01,2.67
2025-06-14T14:06:44,0.22,2.43,42.06,17.0,14.94,0.06,23.28
2025-06-14T14:06:44,0.46,0.61,57.88,11.88,13.82,0.05,15.3
2025-06-14T14:06:44,0.46,0.61,57.88,11.88,13.82,0.05,15.3
2025-06-14T14:06:44,0.47,1.49,61.59,14.07,7.02,0.37,14.99
2025-06-14T14:06:45,15.02,13.68,47.12,0.38,20.27,0.14,3.39
2025-06-14T14:06:45,30.83,6.07,29.76,0.07,30.16,0.11,3.01
2025-06-14T14:06:45,5.82,46.83,23.3,0.02,22.5,0.05,1.48
2025-06-14T14:06:45,12.84,8.76,38.13,0.09,29.17,0.06,10.95
2025-06-14T14:06:45,12.84,8.76,38.13,0.09,29.17,0.06,10.95
2025-06-14T14:06:45,0.72,0.09,75.7,0.13,10.19,0.07,13.09
2025-06-14T14:06:45,8.82,0.71,66.92,0.03,12.66,1.6,9.27
2025-06-14T14:06:45,31.02,0.04,26.37,0.0,28.85,0.18,13.54
2025-06-14T14:06:45,32.88,0.06,33.4,0.0,24.31,0.02,9.33
2025-06-14T14:06:45,3.86,0.0,13.01,0.0,82.62,0.0,0.51
2025-06-14T14:06:46,3.86,0.0,13.01,0.0,82.62,0.0,0.51
2025-06-14T14:06:46,1.53,0.04,27.3,0.06,69.25,0.0,1.82
2025-06-14T14:06:46,0.86,0.0,0.35,0.05,6.76,0.01,91.97
2025-06-14T14:06:46,4.4,0.01,24.21,0.02,47.62,0.01,23.73
2025-06-14T14:06:46,9.57,0.01,24.76,0.0,46.24,0.0,19.43
2025-06-14T14:06:46,0.02,0.0,0.09,0.41,0.65,0.03,98.81
2025-06-14T14:06:46,0.4,0.0,0.79,0.02,3.66,0.0,95.13
2025-06-14T14:06:47,0.59,0.0,0.19,0.01,1.79,0.0,97.43
